Composer,Genre
Johan Halvorsen,Classical
Bengt Hambraeus,Classical
Marc-André Hamelin,Classical
Gordon Hamilton,Classical
Iain Hamilton,Classical
Marvin Hamlisch,Classical
Emilie Hammarskjöld,Classical
Franz Hammer,Classical
Jan Hammer,Classical
Andreas Hammerschmidt,Classical
Albert Hammond,Classical
George Handel,Classical
W. Handy,Classical
Johann Hanff,Classical
Ronald Hanmer,Classical
James Hannigan,Classical
Charles-Louis Hanon,Classical
Peter Hänsel,Classical
Howard Hanson,Classical
Kazuko Hara,Classical
John Harbison,Classical
Mike Harding,Classical
Miina Härma,Classical
Don Harper,Classical
Richard Harris,Classical
Robert Harris,Classical
Roy Harris,Classical
Victor Harris,Classical
Julius Harrison,Classical
Lou Harrison,Classical
John Hartford,Classical
Stephen Hartke,Classical
Walter Hartley,Classical
Hamilton Harty,Classical
Johan Hartmann,Classical
Karl Hartmann,Classical
Jonathan Harvey,Classical
Richard Harvey,Classical
Basil Harwood,Classical
Yukari Hashimoto,Classical
Johann Hasse,Classical
Peter Hasse,Classical
Hans Hassler,Classical
Dismas Hataš,Classical
Josef Hauer,Classical
Moritz Hauptmann,Classical
Siegmund von Hausegger,Classical
William Haute,Classical
Patrick Hawes,Classical
Philip Hayes,Classical
William Hayes,Classical
Hayne van Ghizeghem,Classical
Ronnie Hazlehurst,Classical
Hubert Headley,Classical
John Hebden,Classical
Jake Heggie,Classical
Johann Heinichen,Classical
Paavo Heininen,Classical
Anthony Heinrich,Classical
Peter Heise,Classical
Walter Hekster,Classical
Pieter Hellendaal,Classical
Barbara Heller,Classical
Stephen Heller,Classical
Lupus Hellinck,Classical
Robert Helps,Classical
Victor Hely-Hutchinson,Classical
Fletcher Henderson,Classical
Moya Henderson,Classical
Hans Henkemans,Classical
Fini Henriques,Classical
 Henry VIII,Classical
Pierre Henry,Classical
Adolf von Henselt,Classical
Hans Henze,Classical
Victor Herbert,Classical
Johann Herbst,Classical
Ferdinand Hérold,Classical
Bernard Herrmann,Classical
Philippe Hersant,Classical
Michael Hersch,Classical
William Herschel,Classical
Johann Hertel,Classical
 Hervé,Classical
Heinrich von Herzogenberg,Classical
Hans-Joachim Hespos,Classical
Ernst Hess,Classical
Nigel Hess,Classical
Kurt Hessenberg,Classical
Jacques Hétu,Classical
Richard Heuberger,Classical
James Hewitt,Classical
Juan Hidalgo,Classical
Frigyes Hidas,Classical
Hans Hielscher,Classical
Jennifer Higdon,Classical
Hildegard Bingen,Classical
Henry Hiles,Classical
Alfred Hill,Classical
Edward Hill,Classical
Ferdinand Hiller,Classical
Johann Hiller,Classical
Lejaren Hiller,Classical
Friedrich Himmel,Classical
Matthew Hindson,Classical
Alistair Hinton,Classical
Vladimír Hirsch,Classical
Joe Hisaishi,Classical
Franz Hitz,Classical
Emil Hlobil,Classical
Christopher Hobbs,Classical
Gilad Hochman,Classical
Alun Hoddinott,Classical
Léonard de Hodémont,Classical
Andreas Hofer,Classical
Paul Hofhaimer,Classical
Ernst Hoffmann,Classical
Franz Hoffmeister,Classical
Romanus Hoffstetter,Classical
Leopold Hofmann,Classical
Lee Hoiby,Classical
Anthony Holborne,Classical
Joseph Holbrooke,Classical
Theodore Holland,Classical
Karl Höller,Classical
York Höller,Classical
Alan Holley,Classical
Heinz Holliger,Classical
Robin Holloway,Classical
Vagn Holmboe,Classical
Alfred Holmes,Classical
Augusta Holmès,Classical
Henry Holmes,Classical
John Holmes,Classical
William Holmes,Classical
Simeon Holt,Classical
Simon Holt,Classical
Bo Holten,Classical
Ignaz Holzbauer,Classical
Adriana Hölszky,Classical
Gottfried Homilius,Classical
Sidney Homer,Classical
Arthur Honegger,Classical
James Hook,Classical
Bill Hopkins,Classical
Hal Hopson,Classical
James Horner,Classical
William Horwood,Classical
Toshio Hosokawa,Classical
Mansoor Hosseini,Classical
Hoste da Reggio,Classical
John Hothby,Classical
Nicolas Hotman,Classical
Jacques-Martin Hotteterre,Classical
Stephen Hough,Classical
Joachim Hove,Classical
Alan Hovhaness,Classical
Joseph Howard,Classical
Julia Howe,Classical
Herbert Howells,Classical
Leonid Hrabovsky,Classical
Huang Ruo,Classical
Jen? Hubay,Classical
Jean Hubeau,Classical
Hans Huber,Classical
Ji?í Hudec,Classical
Robert Hughes,Classical
Johannes Hultman,Classical
Tobias Hume,Classical
Pelham Humfrey,Classical
Bertold Hummel,Classical
Ferdinand Hummel,Classical
Franz Hummel,Classical
Johann Hummel,Classical
Joseph Hummel,Classical
Engelbert Humperdinck,Classical
Richard Hundley,Classical
Jean Huré,Classical
Conrad Hurlebusch,Classical
William Hurlstone,Classical
Lukas Hurník,Classical
Karel Husa,Classical
Henry Huss,Classical
Jen? Huszka,Classical
Anselm Hüttenbrenner,Classical
Albert Huybrechts,Classical
Constantijn Huygens,Classical
Ketil Hvoslef,Classical
Jason Hwang,Classical
Richard Hygons,Classical
Tyzen Hsiao,Classical
Akira Ifukube,Classical
 Ilayaraaja,Classical
Márton Illés,Classical
Andrew Imbrie,Classical
Sigismondo d'India,Classical
Vincent d'Indy,Classical
Marc'Antonio Ingegneri,Classical
Mikhail Ippolitov-Ivanov,Classical
Juan de Iribarren,Classical
Miguel de Irízar,Classical
Heinrich Isaac,Classical
Sigurd Islandsmoen,Classical
Nicolas Isouard,Classical
J?nis Ivanovs,Classical
Volodymyr Ivasiuk,Classical
Simon Ives,Classical
Jean Ivey,Classical
Steve Jablonsky,Classical
Francis Jackson,Classical
Tony Jackson,Classical
William Jackson,Classical
Gordon Jacob,Classical
Frederick Jacobi,Classical
Victor Jacobi,Classical
Jens Jacobsen,Classical
Jacquet de Mantua,Classical
Salomon Jadassohn,Classical
Hyacinthe Jadin,Classical
Louis-Emmanuel Jadin,Classical
Alfred Jaëll,Classical
Stephen Jaffe,Classical
Edward Jakobowski,Classical
Prenkë Jakova,Classical
Philip James,Classical
Jan z Lublina,Classical
Clément Janequin,Classical
Johann Janitsch,Classical
Leopold Jansa,Classical
Guus Janssen,Classical
Peter Janssens,Classical
Antonius Janue,Classical
Jean Japart,Classical
Armas Järnefelt,Classical
Georg Jarno,Classical
Ivan Jarnovi?,Classical
Jean Jarre,Classical
Maurice Jarre,Classical
Michael Jarrell,Classical
Adam Jarz?bski,Classical
Maurice Jaubert,Classical
Harris Jayaraj,Classical
Johannes Jeep,Classical
George Jeffreys,Classical
Sándor Jemnitz,Classical
Ronald Jenkees,Classical
John Jenkins,Classical
Karl Jenkins,Classical
Davorin Jenko,Classical
Thomas Jennefelt,Classical
Gustav Jenner,Classical
Leon Jessel,Classical
Willem Jeths,Classical
Maistre Jhan,Classical
František Jiránek,Classical
Joseph Joachim,Classical
João IV,Classical
Antônio Jobim,Classical
Gunnar Johansen,Classical
Alan John,Classical
David Johnson,Classical
John Johnson,Classical
Laurie Johnson,Classical
Robert Johnson,Classical
Tom Johnson,Classical
Ben Johnston,Classical
Betsy Jolas,Classical
André Jolivet,Classical
Niccolò Jommelli,Classical
Jens Joneleit,Classical
Daniel Jones,Classical
Edwin Jones,Classical
Richard Jones,Classical
Robert Jones,Classical
Ron Jones,Classical
Samuel Jones,Classical
Joseph Jongen,Classical
Scott Joplin,Classical
Mihail Jora,Classical
Victoria Jordanova,Classical
Jens Josef,Classical
Bradley Joseph,Classical
Wilfred Josephs,Classical
Josquin Prez,Classical
John Joubert,Classical
Gilles Joye,Classical
Hans Judenkünig,Classical
Gilles Jullien,Classical
Louis Jullien,Classical
Junkie XL,Classical
Paul Juon,Classical
Dmitri Kabalevsky,Classical
Miloslav Kabelá?,Classical
Jeronimas Ka?inskas,Classical
Mauricio Kagel,Classical
Wilhelm Kaiser-Lindemann,Classical
Yuki Kajiura,Classical
Vasily Kalinnikov,Classical
Johannes Kalitzke,Classical
Jan Kalivoda,Classical
Friedrich Kalkbrenner,Classical
Emmerich Kálmán,Classical
Manolis Kalomiris,Classical
Antonín Kammel,Classical
Shigeru Kan-no,Classical
Giya Kancheli,Classical
John Kander,Classical
Yoko Kanno,Classical
Božidar Kantušer,Classical
Artur Kapp,Classical
Eugen Kapp,Classical
Vít?zslava Kaprálová,Classical
Johannes Kapsberger,Classical
Nikolai Kapustin,Classical
Sigfrid Karg-Elert,Classical
Mieczys?aw Kar?owicz,Classical
Kjell Karlsen,Classical
Jurgis Karnavi?ius,Classical
Laura Karpman,Classical
Leonard Kastle,Classical
Jean-Georges Kastner,Classical
Elena Kats-Chernin,Classical
Rudolf Kattnigg,Classical
Georgy Katuar,Classical
Georg Katzer,Classical
Hugo Kauder,Classical
Georg Kauffmann,Classical
Hiba Kawas,Classical
Yakov Kazyansky,Classical
Reinhard Keiser,Classical
David Kellner,Classical
Johann Kellner,Classical
Hugh Kellyk,Classical
Joannes Kempis,Classical
Nicolaus à Kempis,Classical
Martin Kennedy,Classical
Abraham Kerckhoven,Classical
Jacobus de Kerle,Classical
Johann Kerll,Classical
Jerome Kern,Classical
Aaron Kernis,Classical
Albert Ketèlbey,Classical
Tristan Keuris,Classical
Aram Khachaturian,Classical
Rami Khalife,Classical
Ivan Khandoshkin,Classical
Yuri Khanon,Classical
Tikhon Khrennikov,Classical
Aldine Kieffer,Classical
Friedrich Kiel,Classical
Wilhelm Kienzl,Classical
Wojciech Kilar,Classical
Wilhelm Killmayer,Classical
Earl Kim,Classical
Johann Kindermann,Classical
Carole King,Classical
Karl King,Classical
George Kirbye,Classical
Leon Kirchner,Classical
Theodor Kirchner,Classical
Volker Kirchner,Classical
Johann Kirnberger,Classical
Don Kirshner,Classical
Caspar Kittel,Classical
Johann Kittel,Classical
Uuno Klami,Classical
Giselher Klebe,Classical
Leonhard Kleber,Classical
Bernhard Klein,Classical
Richard Klein,Classical
Julian Klemczy?ski,Classical
Julius Klengel,Classical
Paul Klengel,Classical
Josef Kli?ka,Classical
Karl Klitzsch,Classical
Friedrich Klose,Classical
August Klughardt,Classical
Alexander Knaifel,Classical
Justin Knecht,Classical
Andreas Kneller,Classical
Edward Knight,Classical
Lev Knipper,Classical
Charles Knox,Classical
Sebastian Knüpfer,Classical
Oliver Knussen,Classical
Marcelo Koc,Classical
Miklós Kocsár,Classical
Charles Koechlin,Classical
Graeme Koehne,Classical
Hans von Koessler,Classical
Jan Koetsier,Classical
Karl Kohaut,Classical
Erland von Koch,Classical
Günter Kochan,Classical
Ludwig von Köchel,Classical
Ernesto Köhler,Classical
Siegfried Köhler,Classical
Ellis Kohs,Classical
Joonas Kokkonen,Classical
Walter Kollo,Classical
Pierre Kolp,Classical
Karel I,Classical
Karel II,Classical
Koji Kondo,Classical
Johann König,Classical
Servaes de Koninck,Classical
Anders Koppel,Classical
Herman Koppel,Classical
Karel Kop?iva,Classical
Václav Kop?iva,Classical
Nikolai Korndorf,Classical
Erich Korngold,Classical
Viktor Kosenko,Classical
Hans Kotter,Classical
Jason Kouchak,Classical
Leopold Kozeluch,Classical
Marjan Kozina,Classical
Pylyp Kozytskiy,Classical
Antonín Kraft,Classical
William Kraft,Classical
Mathilde Kralik,Classical
Hans Krása,Classical
Joseph Kraus,Classical
Jaroslav Kr?ek,Classical
Johann Krebs,Classical
Fritz Kreisler,Classical
Ernst Krenek,Classical
Franz Krenn,Classical
Conradin Kreutzer,Classical
Rodolphe Kreutzer,Classical
Adam Krieger,Classical
Johann Krieger,Classical
Rohan Kriwaczek,Classical
Franz Krommer,Classical
Jean-Baptiste Krumpholz,Classical
Gail Kubik,Classical
Jan Kucha?,Classical
Joseph Küffner,Classical
Friedrich Kuhlau,Classical
Johann Kuhnau,Classical
Gerd Kühr,Classical
August Kühnel,Classical
Jaros?aw Kukulski,Classical
Theodor Kullak,Classical
Eduard Künneke,Classical
Andreas Kunstein,Classical
Friedrich Kunzen,Classical
Robert Kurka,Classical
Karol Kurpi?ski,Classical
György Kurtág,Classical
Johann Kusser,Classical
Toivo Kuula,Classical
Elisabeth Kuyper,Classical
Larysa Kuzmenko,Classical
Otomar Kv?ch,Classical
Michel Barre,Classical
Louis Coste,Classical
Adrien Fage,Classical
Nicolas Grotte,Classical
Élisabeth Guerre,Classical
George Hèle,Classical
Alfred Liberté,Classical
John Montaine,Classical
Frank Rocca,Classical
Pierre Rue,Classical
Théodore Labarre,Classical
Marcel Labey,Classical
Helmut Lachenmann,Classical
Carl Lachmund,Classical
Franz Lachner,Classical
Ignaz Lachner,Classical
Ludwig Lachnith,Classical
Louis Lacombe,Classical
Paul Lacome,Classical
 Bernard,Classical
Ezra Laderman,Classical
Paul-Émile Ladmirault,Classical
Lori Laitman,Classical
László Lajtha,Classical
José Lamas,Classical
Joseph Lamb,Classical
Walter Lambe,Classical
Charles Lambert,Classical
Constant Lambert,Classical
Michel Lambert,Classical
Joan de Grignon,Classical
Ricard de Grignon,Classical
John Lampe,Classical
John Lanchbery,Classical
Siegfried Landau,Classical
Stefano Landi,Classical
Francesco Landini,Classical
Marcel Landowski,Classical
Guillaume Landré,Classical
Lutz von Pragenau,Classical
Benjamin Lang,Classical
Bernhard Lang,Classical
David Lang,Classical
Hans Lang,Classical
István Láng,Classical
Klaus Lang,Classical
Margaret Lang,Classical
Peter Lange-Müller,Classical
Rued Langgaard,Classical
Jean Langlais,Classical
Honoré Langlé,Classical
Nicholas Lanier,Classical
Colinet de Lannoy,Classical
Daniel Lanois,Classical
Paul Lansky,Classical
Arnold de Lantins,Classical
Hugo de Lantins,Classical
Raimond Lap,Classical
André Laporte,Classical
Isidore de Lara,Classical
Thomas Larcher,Classical
Patrick Larley,Classical
Libby Larsen,Classical
Lars-Erik Larsson,Classical
Eduard Lassen,Classical
Orlande de Lassus,Classical
William Latham,Classical
Gaetano Latilla,Classical
Jean de Latre,Classical
Felice Lattuada,Classical
Ken Lauber,Classical
Wolff Lauffensteiner,Classical
Armas Launis,Classical
Morten Lauridsen,Classical
Franz Lauska,Classical
Elodie Lauten,Classical
Angelo Lavagnino,Classical
Calixa Lavallée,Classical
Nikolaos Lavdas,Classical
Lewis Lavenu,Classical
Mario Lavista,Classical
Marc Lavry,Classical
Henry Lawes,Classical
William Lawes,Classical
Donald Lawrence,Classical
Francesco de Layolle,Classical
Filip Laz?r,Classical
Henri Lazarof,Classical
Sylvio Lazzari,Classical
Simon Duc,Classical
Paul Flem,Classical
Dorian Gallienne,Classical
Claude Jeune,Classical
Gaspard Roux,Classical
Adrian Roy,Classical
Jean-François Sueur,Classical
Nicolas Lebègue,Classical
Firmin Lebel,Classical
Francesca Lebrun,Classical
Ludwig Lebrun,Classical
Paul-Henri-Joseph Lebrun,Classical
Jean-Marie Leclair,Classical
Jean-Marie younger,Classical
Alexandre Lecocq,Classical
Ernesto Lecuona,Classical
George Lee,Classical
Noël Lee,Classical
Thomas Lee,Classical
Benjamin Lees,Classical
Reinbert de Leeuw,Classical
Ton de Leeuw,Classical
Nicola LeFanu,Classical
Charles Lefebvre,Classical
Louis Lefébure-Wély,Classical
Jean-Xavier Lefèvre,Classical
Victor Legley,Classical
Luigi Legnani,Classical
Michel Legrand,Classical
Guillaume Legrant,Classical
Johannes Legrant,Classical
Giovanni Legrenzi,Classical
Joseph Legros,Classical
Franz Lehár,Classical
Liza Lehmann,Classical
Leonard Lehrman,Classical
Franz Lehrndorfer,Classical
Jerry Leiber,Classical
René Leibowitz,Classical
Jón Leifs,Classical
Walter Leigh,Classical
Kenneth Leighton,Classical
William Leighton,Classical
Guillaume Lekeu,Classical
Edwin Lemare,Classical
Lorenz Lemlin,Classical
Jacques-Nicolas Lemmens,Classical
Jean-Baptiste Lemoyne,Classical
Erwin Lendvai,Classical
Kamilló Lendvay,Classical
Alfonso Leng,Classical
Nicholas Lens,Classical
James Lentini,Classical
Stefano Lentini,Classical
Georges Lentz,Classical
Julius Lenzberg,Classical
Leonardo Leo,Classical
Isabella Leonarda,Classical
Ruggiero Leoncavallo,Classical
Franco Leoni,Classical
 Léonin,Classical
Mykola Leontovych,Classical
 Leopold i,Classical
Wassili Leps,Classical
Fred Lerdahl,Classical
Xavier Leroux,Classical
Theodor Leschetizky,Classical
Henry Leslie,Classical
Franciszek Lessel,Classical
Oscar Levant,Classical
Richard Leveridge,Classical
Michaël Lévinas,Classical
Marvin Levy,Classical
David Lewin,Classical
Frank Lewin,Classical
Andrew Lewis,Classical
Jeffrey Lewis,Classical
Ignace Leybach,Classical
Georg Leyding,Classical
Ulrich Leyendecker,Classical
Jean Lhéritier,Classical
Fran Lhotka,Classical
Reginaldus Libert,Classical
Johann Lickl,Classical
Cristiano Lidarti,Classical
Jorge Liderman,Classical
Ingvar Lidholm,Classical
Lowell Liebermann,Classical
Peter Lieberson,Classical
Rolf Liebermann,Classical
Clement Liebert,Classical
Thurlow Lieurance,Classical
Douglas Lilburn,Classical
Ingemar Liljefors,Classical
Ruben Liljefors,Classical
Giuseppe Lillo,Classical
Liza Lim,Classical
Adrien Limagne,Classical
Johannes de Limburgia,Classical
 Limenius,Classical
Armand Limnander,Classical
Paul Lincke,Classical
Magnus Lindberg,Classical
Nils Lindberg,Classical
Oskar Lindberg,Classical
Adolf Lindblad,Classical
Otto Lindblad,Classical
Bo Linde,Classical
Hans-Martin Linde,Classical
Pär Lindgren,Classical
Eugen Lindner,Classical
Peter von Lindpaintner,Classical
Jukka Linkola,Classical
Thomas elder,Classical
Thomas younger,Classical
George Linley,Classical
George Linstead,Classical
Guy de Lioncourt,Classical
Karol Lipi?ski,Classical
Marijan Lipovšek,Classical
Vatroslav Lisinski,Classical
Claude de Lisle,Classical
Gaston Litaize,Classical
Antonio de Literes,Classical
Henry Litolff,Classical
Giulio Litta,Classical
Ricardo Llorca,Classical
George Lloyd,Classical
Andrew Webber,Classical
William Webber,Classical
Johann Lobe,Classical
Alonso Lobo,Classical
Duarte Lobo,Classical
Elias Lôbo,Classical
Pietro Locatelli,Classical
Matthew Locke,Classical
Dan Locklair,Classical
Normand Lockwood,Classical
Edward Loder,Classical
Charles Loeffler,Classical
Jacques Loeillet,Classical
Jean-Baptiste de Ghent,Classical
Jean-Baptiste London,Classical
Frank Loesser,Classical
Theo Loevendie,Classical
Carl Loewe,Classical
Nicola Logroscino,Classical
Martin Lohse,Classical
Otto Lohse,Classical
Hannibal Lokumbe,Classical
Antonio Lolli,Classical
Ruth Lomon,Classical
Alessandro Longo,Classical
Paolo Longo,Classical
Antoine de Longueval,Classical
Harvey Loomis,Classical
Fernando Lopes-Graça,Classical
Francisco Capillas,Classical
Esteban Morago,Classical
Jimmy Lopez,Classical
Richard Loqueville,Classical
Bent Lorentzen,Classical
Paolo Lorenzani,Classical
Oscar Fernândez,Classical
Albert Lortzing,Classical
Johann Losy,Classical
Mark Lothar,Classical
Antonio Lotti,Classical
Ivana Loudová,Classical
Alexina Louie,Classical
Arthur Lourié,Classical
Samuel Lover,Classical
Adriano Lualdi,Classical
Bertram Luard-Selby,Classical
Vincent Lübeck,Classical
Charles Lucas,Classical
Clarence Lucas,Classical
Leighton Lucas,Classical
Arjen Lucassen,Classical
Andrea Luchesi,Classical
Alvin Lucier,Classical
Nicholas Ludford,Classical
Otto Luening,Classical
Alexandre Luigini,Classical
Ivan Luka?i?,Classical
Zden?k Lukáš,Classical
Giovanni Lulier,Classical
Jean-Baptiste Lully,Classical
Jean-Louis Lully,Classical
Louis Lully,Classical
Hans Lumbye,Classical
Johannes Lupi,Classical
Ambrose Lupo,Classical
Thomas Lupo,Classical
Filippo de Lurano,Classical
Vicente Lusitano,Classical
Witold Lutos?awski,Classical
Elizabeth Lutyens,Classical
Wilhelm Lutz,Classical
Arkady Luxemburg,Classical
Carolus Luython,Classical
Luzzasco Luzzaschi,Classical
Alexei Lvov,Classical
Anatoly Lyadov,Classical
Sergei Lyapunov,Classical
Boris Lyatoshinsky,Classical
Ralph Lyford,Classical
Mykola Lysenko,Classical
Stanyslav Lyudkevych,Classical
Ma Sicong,Classical
Lorin Maazel,Classical
Teodulo Mabellini,Classical
Hamish MacCunn,Classical
Edward MacDowell,Classical
José Maceda,Classical
Teo Macero,Classical
Manuel Machado,Classical
Sergio Machado,Classical
Peter Machajdik,Classical
Guillaume de Machaut,Classical
François-Bernard Mâche,Classical
Le de Machy,Classical
Alexander Mackenzie,Classical
John Mackey,Classical
Steven Mackey,Classical
James MacMillan,Classical
Elizabeth Maconchy,Classical
Robin Maconie,Classical
Giovanni de Macque,Classical
Bruno Maderna,Classical
Leevi Madetoja,Classical
Filipe de Deus,Classical
Jef Maes,Classical
Filipe de Magalhães,Classical
Frederik Magle,Classical
Albéric Magnard,Classical
Désiré Magnus,Classical
Janet Maguire,Classical
Ernst Mahle,Classical
Mesías Maiguashca,Classical
Jean Maillard,Classical
Aimé Maillart,Classical
Martin Mailman,Classical
Giorgio Mainerio,Classical
Philipp Maintz,Classical
Gian de Majo,Classical
Giuseppe de Majo,Classical
Kiril Makedonski,Classical
Andreas Makris,Classical
 Malcourt,Classical
Pierre van Maldere,Classical
Paul de Maleingreau,Classical
Dmitry Malikov,Classical
Gian Malipiero,Classical
Riccardo Malipiero,Classical
Otto Malling,Classical
Gui Mallon,Classical
Pierre de Manchicourt,Classical
Francesco Mancini,Classical
Henry Mancini,Classical
Francesco Manelli,Classical
Francesco Manfredini,Classical
Franco Mannino,Classical
Philippe Manoury,Classical
Tigran Mansurian,Classical
Jaakko Mäntyjärvi,Classical
Paul Manz,Classical
Marco Marazzoli,Classical
Marin Marais,Classical
Roland Marais,Classical
Alessandro Marcello,Classical
Benedetto Marcello,Classical
Louis Marchand,Classical
Filippo Marchetti,Classical
Anthony Marinelli,Classical
Christian Marclay,Classical
Catya Maré,Classical
Czes?aw Marek,Classical
Luca Marenzio,Classical
Franco Margola,Classical
Maria Walpurgis,Classical
Dario Marianelli,Classical
José Marín,Classical
Biagio Marini,Classical
Igor Markevitch,Classical
Miklós Maros,Classical
Arturo Márquez,Classical
Heinrich Marschner,Classical
John Marsh,Classical
Henri Marteau,Classical
François Martin,Classical
Frank Martin,Classical
Philip Martin,Classical
Vicente Soler,Classical
Marianna von Martines,Classical
Giovanni Martini,Classical
Jean Martini,Classical
Johannes Martini,Classical
Donald Martino,Classical
Steve Martland,Classical
Giuseppe Martucci,Classical
Vladimir Martynov,Classical
Joseph Marx,Classical
Karl Marx,Classical
Eduard Marxsen,Classical
Pietro Mascagni,Classical
David Maslanka,Classical
Daniel Mason,Classical
William Mason,Classical
Paola Massarenghi,Classical
Jean-Baptiste Masse,Classical
Victor Massé,Classical
Gérard Masson,Classical
Lovro von Mata?i?,Classical
Johannes Matelart,Classical
William Mathias,Classical
André Mathieu,Classical
Yoritsune Matsudaira,Classical
Teizo Matsumura,Classical
Nicola Matteis,Classical
Matteo Perugia,Classical
Johann Mattheson,Classical
Colin Matthews,Classical
Siegfried Matthus,Classical
Peter Matz,Classical
Rudolf Mauersberger,Classical
John Maunder,Classical
Nicholas Maw,Classical
Colin Mawby,Classical
Frederick May,Classical
Emilie Mayer,Classical
John Maynard,Classical
Ascanio Mayone,Classical
Rupert Mayr,Classical
Johann Mayr,Classical
Toshiro Mayuzumi,Classical
Jacques Mazas,Classical
Domenico Mazzocchi,Classical
Virgilio Mazzocchi,Classical
Giovanni Mazzuoli,Classical
John McCabe,Classical
John McEwen,Classical
Peter McGarr,Classical
John McGuire,Classical
Rod McKuen,Classical
Frank McNamara,Classical
Richard Meale,Classical
Kirke Mechem,Classical
Tilo Medek,Classical
Johann Meder,Classical
Nikolai Medtner,Classical
Étienne Méhul,Classical
Johan de Meij,Classical
Alessandro Melani,Classical
Jacopo Melani,Classical
Erkki Melartin,Classical
Diogo Melgás,Classical
Manuel Mendes,Classical
Rosendo Mendizábal,Classical
Martin-Joseph Mengal,Classical
Alan Menken,Classical
Peter Mennin,Classical
Gian Menotti,Classical
Sophie Menter,Classical
John Merbecke,Classical
Saverio Mercadante,Classical
Amédée Méreaux,Classical
Nicolas-Jean de Méreaux,Classical
Aarre Merikanto,Classical
Oskar Merikanto,Classical
Gustav Merkel,Classical
Maceo Merriweather,Classical
Wim Mertens,Classical
Johann Mertz,Classical
Tarquinio Merula,Classical
Claudio Merulo,Classical
René Mesangeau,Classical
André Messager,Classical
Guilielmus Messaus,Classical
Ludwig Mestler,Classical
Josep Quadreny,Classical
Edgar Meyer,Classical
Ernst Meyer,Classical
Giacomo Meyerbeer,Classical
Adam z Otradovic,Classical
Richard Mico,Classical
Wilhelm Middelschulte,Classical
Marcin Mielczewski,Classical
Oreste Migliaccio,Classical
Francisco Mignone,Classical
Marcel Mihalovici,Classical
Minoru Miki,Classical
Miko?aj z Krakowa,Classical
Luis de Milán,Classical
Francesco Milano,Classical
Carlo Milanuzzi,Classical
Robin Milford,Classical
Carl Millöcker,Classical
Nicolas Millot,Classical
Richard Mills,Classical
Leon Milo,Classical
Georgi Minchev,Classical
Charles Mingus,Classical
Ludwig Minkus,Classical
Ambrogio Minoja,Classical
Guillaume Minoret,Classical
Lin-Manuel Miranda,Classical
Dimitri Mitropoulos,Classical
Dary Mizelle,Classical
Hajime Mizoguchi,Classical
Eric Moe,Classical
Ernest Moeran,Classical
Stevan Mokranjac,Classical
Bernhard Molique,Classical
Simone Molinaro,Classical
John Moller,Classical
Johann Molter,Classical
Jérôme-Joseph de Momigny,Classical
Fred Momotenko,Classical
Federico Mompou,Classical
David Monacchi,Classical
José Moncayo,Classical
Jean-Joseph de Mondonville,Classical
Stanis?aw Moniuszko,Classical
Meredith Monk,Classical
Thelonious Monk,Classical
Georg Monn,Classical
Pierre-Alexandre Monsigny,Classical
Ricardo Montaner,Classical
Philippe de Monte,Classical
Michel de Montéclair,Classical
Italo Montemezzi,Classical
José Montero,Classical
Giulio Monteverdi,Classical
Vittorio Monti,Classical
Xavier Montsalvatge,Classical
Douglas Moore,Classical
Cristóbal de Morales,Classical
Robert Moran,Classical
Paul Moravec,Classical
Jean-Baptiste Moreau,Classical
Justin Morgan,Classical
Jean-Baptiste Morin,Classical
Francesco Morlacchi,Classical
Thomas Morley,Classical
Giorgio Moroder,Classical
Jerome Moross,Classical
Steve Morse,Classical
Ennio Morricone,Classical
Jelly Morton,Classical
Robert Morton,Classical
Ignaz Moscheles,Classical
Alexander Mosolov,Classical
Mihály Mosonyi,Classical
Moritz Moszkowski,Classical
Felix Mottl,Classical
Pierre Moulu,Classical
Jean-Joseph Mouret,Classical
Georges Moustaki,Classical
Charles Mouton,Classical
Jean Mouton,Classical
Franz Mozart,Classical
Leopold Mozart,Classical
Jean-Baptiste Moyne,Classical
Alexander Moyzes,Classical
Robert Muczynski,Classical
Alonso Mudarra,Classical
Georg Muffat,Classical
Gottlieb Muffat,Classical
Nico Muhly,Classical
Dominic Muldowney,Classical
August Müller,Classical
Wenzel Müller,Classical
Jan Müller-Wieland,Classical
Rexho Mulliqi,Classical
Gráinne Mulvey,Classical
John Mundy,Classical
William Mundy,Classical
Tristan Murail,Classical
Santiago de Murcia,Classical
Gilles Mureau,Classical
Franz Murschhauser,Classical
Roberto Musci,Classical
Thea Musgrave,Classical
Johann Müthel,Classical
Gordon Mumma,Classical
Ian Munro,Classical
Nikolai Myaskovsky,Classical
Stanley Myers,Classical
Josef Myslive?ek,Classical
François Naderman,Classical
Conlon Nancarrow,Classical
Giovanni Nanino,Classical
Eduard Nápravník,Classical
Pietro Nardini,Classical
Peter Nardone,Classical
James Nares,Classical
Luis de Narváez,Classical
Ugo Nastrucci,Classical
Isaac Nathan,Classical
Jacques-Christophe Naudot,Classical
Johann Naumann,Classical
Juan de Navas,Classical
Lior Navok,Classical
Ernesto Nazareth,Classical
José de Nebra,Classical
Oskar Nedbal,Classical
Christian Neefe,Classical
Cesare Negri,Classical
Marcantonio Negri,Classical
Sarah Nemtsov,Classical
Alberto Nepomuceno,Classical
Johann Neruda,Classical
Viktor Nessler,Classical
Sigismund Neukomm,Classical
Georg Neumark,Classical
Alfred Newman,Classical
